indice,nombre,localizacion,año,kilometros recorridos,combustible,transmision,tipo propietario,kilometraje,motor,potencia,asientos,precio
597,Honda City 1.5 S AT,Pune,2012,72000,Petrol,Automatic,First,16.8 ,1497.0,116.4,5.0,18.22921787709497
598,Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Delhi,2014,55000,Diesel,Automatic,First,11.78 ,2143.0,167.62,5.0,18.22921787709497
599,Ford Ecosport 1.0 Ecoboost Titanium,Coimbatore,2016,37354,Petrol,Manual,First,18.88 ,999.0,123.37,5.0,18.22921787709497
600,Mercedes-Benz GLE 250d,Delhi,2016,21000,Diesel,Automatic,First,17.9 ,2143.0,201.15,5.0,77.92
601,BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,66508,Diesel,Automatic,First,18.12 ,1995.0,190.0,5.0,18.22921787709497
602,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Hyderabad,2013,88000,Diesel,Automatic,First,11.3 ,2987.0,254.8,7.0,18.22921787709497
603,Toyota Fortuner 4x4 MT TRD Sportivo,Bangalore,2012,52000,Diesel,Manual,First,12.55 ,2982.0,169.0,7.0,18.22921787709497
604,Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2017,41372,Diesel,Automatic,First,17.9 ,2143.0,136.0,5.0,18.22921787709497
605,Skoda Rapid 1.5 TDI AT Ambition,Jaipur,2017,50000,Diesel,Automatic,Second,21.72 ,1498.0,108.4,5.0,14.86
606,Maruti Swift VDI BSIV,Kolkata,2012,72000,Diesel,Manual,First,17.8 ,1248.0,110.38042013311147,5.0,18.22921787709497
607,Honda Amaze S i-Dtech,Kolkata,2013,51637,Diesel,Manual,First,25.8 ,1498.0,98.6,5.0,18.22921787709497
608,Toyota Corolla Altis G,Mumbai,2009,48233,Petrol,Manual,First,14.53 ,1798.0,138.1,5.0,18.22921787709497
609,Hyundai Grand i10 Asta,Chennai,2016,58000,Petrol,Manual,Second,18.9 ,1197.0,82.0,5.0,18.22921787709497
610,Honda Jazz 1.2 V CVT i VTEC,Chennai,2015,44550,Petrol,Automatic,First,19.0 ,1199.0,88.7,5.0,18.22921787709497
611,Hyundai Verna 1.6 SX,Ahmedabad,2013,60001,Diesel,Manual,First,22.32 ,1582.0,126.32,5.0,18.22921787709497
612,Toyota Fortuner 4x2 AT,Delhi,2014,150000,Diesel,Automatic,First,12.55 ,2982.0,168.5,7.0,18.22921787709497
613,Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Delhi,2015,33000,Diesel,Automatic,First,11.5 ,2987.0,210.0,5.0,18.22921787709497
614,Mahindra TUV 300 P4,Kolkata,2016,27000,Diesel,Manual,First,0.0 ,1593.5849673202615,110.38042013311147,5.28454619787408,18.22921787709497
615,Volkswagen Polo 1.5 TDI Highline,Jaipur,2015,62766,Diesel,Manual,First,20.14 ,1498.0,88.8,5.0,18.22921787709497
616,Maruti Wagon R LXI BS IV,Delhi,2010,73575,Petrol,Manual,First,18.9 ,998.0,67.1,5.0,18.22921787709497
617,Honda Amaze SX i-DTEC,Pune,2015,63000,Diesel,Manual,First,25.8 ,1498.0,98.6,5.0,18.22921787709497
618,Toyota Innova Crysta 2.8 ZX AT,Jaipur,2017,27270,Diesel,Automatic,First,11.36 ,2755.0,171.5,7.0,26.14
619,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,41737,Diesel,Automatic,First,19.27 ,2143.0,170.0,5.0,18.22921787709497
620,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,28358,Diesel,Automatic,First,19.27 ,2143.0,167.62,5.0,18.22921787709497
621,Maruti Ritz VDi ABS,Pune,2012,75500,Diesel,Manual,Second,21.1 ,1248.0,73.9,5.0,18.22921787709497
622,Honda Jazz 1.2 VX i VTEC,Mumbai,2016,9900,Petrol,Manual,First,18.7 ,1199.0,88.7,5.0,18.22921787709497
623,Honda Brio S MT,Mumbai,2014,17000,Petrol,Manual,First,19.4 ,1198.0,86.8,5.0,18.22921787709497
624,BMW 5 Series 520d Sedan,Bangalore,2009,150000,Diesel,Automatic,Second,18.48 ,1593.5849673202615,110.38042013311147,5.28454619787408,18.22921787709497
625,Hyundai Creta 1.4 CRDi S Plus,Bangalore,2015,68178,Diesel,Manual,First,21.38 ,1396.0,88.7,5.0,18.22921787709497
626,Hyundai Getz GLE,Hyderabad,2009,52008,Petrol,Manual,First,15.3 ,1341.0,83.0,5.0,18.22921787709497
627,Chevrolet Beat Diesel LS,Kolkata,2013,76000,Diesel,Manual,First,25.44 ,936.0,56.3,5.0,18.22921787709497
628,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2015,48222,Diesel,Automatic,First,17.68 ,1968.0,174.33,5.0,18.22921787709497
629,Hyundai Xcent 1.2 Kappa SX Option,Delhi,2016,100000,Petrol,Manual,First,19.1 ,1197.0,82.0,5.0,18.22921787709497
630,Maruti Swift Dzire VDi,Delhi,2010,68000,Diesel,Manual,First,19.3 ,1248.0,73.9,5.0,18.22921787709497
631,Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2015,76115,Diesel,Automatic,First,13.5 ,2477.0,175.56,7.0,32.41
632,Maruti Swift 1.3 VXi,Kolkata,2015,36009,Petrol,Manual,First,16.1 ,1593.5849673202615,110.38042013311147,5.28454619787408,18.22921787709497
633,Toyota Fortuner 4x2 AT,Hyderabad,2013,142000,Diesel,Automatic,First,12.55 ,2982.0,168.5,7.0,18.22921787709497
634,Volvo S60 D5 Kinetic,Hyderabad,2011,70000,Diesel,Automatic,First,13.2 ,2400.0,215.0,5.0,18.22921787709497
635,Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,34224,Diesel,Manual,First,19.67 ,1582.0,126.2,5.0,18.22921787709497
636,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Ahmedabad,2012,50000,Diesel,Automatic,Second,14.21 ,2143.0,203.0,5.0,18.22921787709497
637,Honda Mobilio V i DTEC,Mumbai,2015,30000,Diesel,Manual,First,24.2 ,1498.0,98.6,7.0,18.22921787709497
638,Renault Captur 1.5 Diesel RXL,Bangalore,2018,22000,Diesel,Manual,First,20.37 ,1461.0,108.45,5.0,18.22921787709497
639,Hyundai EON Sportz,Kolkata,2017,4000,Petrol,Manual,First,21.1 ,814.0,55.2,5.0,18.22921787709497
640,Volvo XC90 2007-2015 D5 AWD,Delhi,2014,22230,Diesel,Manual,First,11.1 ,2400.0,200.0,7.0,18.22921787709497
641,Maruti A-Star AT VXI,Bangalore,2011,46000,Petrol,Automatic,First,16.98 ,998.0,66.1,5.0,18.22921787709497
642,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2013,88700,Diesel,Automatic,First,14.21 ,2143.0,203.0,5.0,18.22921787709497
643,Hyundai Grand i10 Sportz,Hyderabad,2015,56000,Petrol,Manual,First,18.9 ,1197.0,82.0,5.0,18.22921787709497
644,Audi A3 35 TDI Attraction,Ahmedabad,2014,84004,Diesel,Automatic,First,20.38 ,1968.0,143.0,5.0,18.22921787709497
645,BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16000,Diesel,Automatic,First,14.69 ,2993.0,258.0,5.0,18.22921787709497
646,Mahindra XUV500 W6 2WD,Jaipur,2015,85009,Diesel,Manual,Second,16.0 ,2179.0,140.0,7.0,18.22921787709497
647,Ford Ecosport 1.0 Ecoboost Titanium,Mumbai,2014,86000,Petrol,Manual,First,18.88 ,999.0,123.37,5.0,18.22921787709497
648,Chevrolet Enjoy TCDi LS 7 Seater,Coimbatore,2015,93442,Diesel,Manual,First,18.2 ,1248.0,73.8,7.0,18.22921787709497
649,Mahindra Scorpio S10 8 Seater,Chennai,2015,65000,Diesel,Manual,First,15.4 ,2179.0,120.0,8.0,18.22921787709497
650,Hyundai i20 2015-2017 1.2 Magna,Pune,2013,67000,Petrol,Manual,First,18.5 ,1197.0,80.0,5.0,18.22921787709497
651,Renault Pulse RxZ,Coimbatore,2014,31513,Diesel,Manual,First,23.08 ,1461.0,63.12,5.0,18.22921787709497
652,Maruti Swift Dzire ZDI,Coimbatore,2017,75724,Diesel,Manual,First,26.59 ,1248.0,74.0,5.0,18.22921787709497
653,Hyundai EON Magna Plus,Kolkata,2013,69000,Petrol,Manual,First,21.1 ,814.0,55.2,5.0,18.22921787709497
654,Nissan Micra XL,Mumbai,2010,65000,Petrol,Manual,First,18.06 ,1198.0,75.0,5.0,18.22921787709497
655,Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,27000,Diesel,Automatic,First,18.19 ,1968.0,174.5,5.0,40.73
656,Maruti Swift VXI,Chennai,2014,56049,Petrol,Manual,First,18.6 ,1197.0,85.8,5.0,18.22921787709497
657,Skoda Rapid 1.6 TDI Ambition,Pune,2012,96987,Diesel,Manual,First,20.5 ,1598.0,103.5,5.0,18.22921787709497
658,Fiat Punto 1.4 Emotion,Jaipur,2010,65000,Petrol,Manual,Third,14.6 ,1593.5849673202615,110.38042013311147,5.28454619787408,18.22921787709497
659,Hyundai i10 Sportz 1.2,Bangalore,2010,69000,Petrol,Manual,First,20.36 ,1197.0,78.9,5.0,18.22921787709497
660,Honda Jazz 1.5 S i DTEC,Bangalore,2015,33500,Diesel,Manual,First,27.3 ,1498.0,98.6,5.0,18.22921787709497
661,Toyota Innova 2.5 VX (Diesel) 8 Seater,Chennai,2012,93000,Diesel,Manual,First,12.99 ,2494.0,100.0,8.0,18.22921787709497
662,Volvo XC60 D4 SUMMUM,Ahmedabad,2013,64000,Diesel,Automatic,First,14.7 ,1984.0,181.0,5.0,18.22921787709497
663,Maruti Ciaz ZDi Plus SHVS,Kochi,2017,48045,Diesel,Manual,First,28.09 ,1248.0,88.5,5.0,18.22921787709497
664,Mitsubishi Pajero 2.8 SFX,Hyderabad,2009,94000,Diesel,Manual,First,10.5 ,2835.0,107.2,6.0,18.22921787709497
665,Maruti Alto LXi,Chennai,2011,60000,Petrol,Manual,First,19.7 ,796.0,46.3,5.0,18.22921787709497
666,Maruti Swift 1.3 VXi,Pune,2010,115000,Petrol,Manual,Second,16.1 ,1593.5849673202615,110.38042013311147,5.28454619787408,18.22921787709497
667,BMW 3 Series 320d,Bangalore,2011,56000,Diesel,Automatic,First,13.2 ,1995.0,170.0,5.0,18.22921787709497
668,Hyundai i20 1.4 CRDi Asta,Pune,2012,98472,Diesel,Manual,First,23.0 ,1396.0,90.0,5.0,18.22921787709497
669,Hyundai Creta 1.6 CRDi SX,Hyderabad,2016,37800,Diesel,Manual,First,19.67 ,1582.0,126.2,5.0,18.22921787709497
670,Maruti Omni 5 Seater BSIV,Coimbatore,2016,63617,Petrol,Manual,First,14.0 ,796.0,35.0,5.0,18.22921787709497
671,Hyundai Verna CRDi SX ABS,Ahmedabad,2011,68000,Diesel,Manual,First,18.1 ,1493.0,110.0,5.0,18.22921787709497
672,Maruti Baleno Sigma 1.2,Kochi,2017,11282,Petrol,Manual,First,21.4 ,1197.0,83.1,5.0,18.22921787709497
673,Honda Amaze S i-Dtech,Chennai,2013,75000,Diesel,Manual,First,25.8 ,1498.0,98.6,5.0,18.22921787709497
674,BMW X3 xDrive20d Advantage Edition,Coimbatore,2014,78984,Diesel,Automatic,First,16.09 ,1995.0,184.0,5.0,18.22921787709497
675,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,71000,Petrol,Automatic,First,14.67 ,1798.0,177.46,5.0,33.36
676,Honda Brio 1.2 VX MT,Kochi,2014,43814,Petrol,Manual,First,18.5 ,1198.0,86.8,5.0,6.63
677,Hyundai i10 Magna,Kolkata,2011,60000,Petrol,Manual,First,20.36 ,1197.0,78.9,5.0,18.22921787709497
678,Hyundai Santro Xing XL,Jaipur,2007,85000,Petrol,Manual,Second,0.0 ,1086.0,110.38042013311147,5.0,18.22921787709497
679,Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2015,65438,Diesel,Automatic,First,17.68 ,1968.0,174.33,5.0,18.22921787709497
680,Renault Duster 85PS Diesel RxL,Mumbai,2014,28215,Diesel,Manual,First,19.87 ,1461.0,83.8,5.0,18.22921787709497
681,Honda WRV i-DTEC VX,Kochi,2019,15053,Diesel,Manual,First,25.5 ,1498.0,98.6,5.0,12.05
682,Honda Mobilio RS Option i DTEC,Bangalore,2015,38000,Diesel,Manual,First,24.5 ,1498.0,98.6,7.0,18.22921787709497
683,Volkswagen Polo Petrol Highline 1.2L,Kochi,2012,64213,Petrol,Manual,First,16.47 ,1198.0,73.9,5.0,18.22921787709497
684,Mercedes-Benz E-Class E 220 d,Delhi,2017,15000,Petrol,Automatic,First,12.6 ,1950.0,191.34,5.0,86.97
685,Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2011,82000,Diesel,Automatic,First,13.5 ,2987.0,282.0,5.0,18.22921787709497
686,Hyundai Accent GLX,Pune,2009,60000,Petrol,Manual,Second,13.2 ,1495.0,94.0,5.0,18.22921787709497
687,Maruti Swift Dzire VXi,Chennai,2012,158000,Petrol,Manual,First,17.5 ,1298.0,85.8,5.0,18.22921787709497
688,Hyundai i10 Magna,Chennai,2007,73000,Petrol,Manual,First,20.36 ,1197.0,78.9,5.0,18.22921787709497
689,Honda Brio 1.2 S MT,Coimbatore,2013,71601,Petrol,Manual,First,18.5 ,1198.0,86.8,5.0,6.38
690,Maruti Ritz VDi,Hyderabad,2015,82328,Diesel,Manual,First,21.1 ,1248.0,73.9,5.0,18.22921787709497
691,Honda Brio 1.2 S MT,Kolkata,2011,38000,Petrol,Manual,First,18.5 ,1198.0,86.8,5.0,5.89
692,Maruti Swift VXI BSIV,Pune,2014,85000,Petrol,Manual,First,20.4 ,1197.0,81.8,5.0,18.22921787709497
693,Renault Duster 110PS Diesel RxL,Jaipur,2012,116000,Diesel,Manual,First,19.01 ,1461.0,108.45,5.0,18.22921787709497
694,Hyundai Santro Xing GLS,Mumbai,2008,65000,Petrol,Manual,Second,17.92 ,1086.0,62.1,5.0,18.22921787709497
695,Mahindra KUV 100 G80 K4 Plus 5Str,Chennai,2018,5600,Petrol,Manual,First,18.15 ,1198.0,82.0,5.0,6.55
696,Ford Endeavour 3.0L 4X4 AT,Delhi,2012,68000,Diesel,Automatic,First,11.4 ,2953.0,153.86,7.0,18.22921787709497
697,Tata Indica Vista Terra 1.2 Safire BS IV,Kolkata,2010,29300,Petrol,Manual,First,15.8 ,1172.0,65.0,5.0,18.22921787709497
698,Land Rover Discovery Sport TD4 S,Kochi,2018,23342,Diesel,Automatic,First,12.83 ,2179.0,147.5,5.0,18.22921787709497
699,BMW 3 Series 320d Sport,Coimbatore,2017,41078,Diesel,Automatic,First,22.69 ,1995.0,190.0,5.0,18.22921787709497
700,Volkswagen Vento 1.5 TDI Highline Plus,Chennai,2014,38000,Diesel,Manual,First,20.64 ,1498.0,108.49,5.0,18.22921787709497
701,Tata Indica Vista TDI LS,Hyderabad,2013,132000,Diesel,Manual,Second,19.4 ,1405.0,70.0,5.0,18.22921787709497
702,Maruti Alto 800 LXI,Pune,2015,35000,Petrol,Manual,First,22.74 ,796.0,47.3,5.0,18.22921787709497
703,Ford Figo Diesel LXI,Ahmedabad,2012,80000,Diesel,Manual,First,20.0 ,1399.0,68.0,5.0,18.22921787709497
704,Ford Fiesta 1.4 SXi TDCi,Kolkata,2009,39408,Diesel,Manual,First,17.8 ,1399.0,110.38042013311147,5.0,18.22921787709497
705,Honda Jazz 1.2 V i VTEC,Kolkata,2015,27525,Petrol,Manual,First,18.7 ,1199.0,88.7,5.0,18.22921787709497
706,Hyundai Grand i10 1.2 CRDi Magna,Jaipur,2018,27000,Diesel,Manual,First,24.0 ,1186.0,73.97,5.0,7.79
707,Skoda Rapid 1.5 TDI Ambition,Pune,2015,82799,Diesel,Manual,First,21.14 ,1498.0,103.52,5.0,18.22921787709497
708,Maruti Ignis 1.2 Alpha,Pune,2017,8000,Petrol,Manual,First,20.89 ,1197.0,81.8,5.0,7.87
709,Toyota Fortuner 4x2 AT,Mumbai,2014,46000,Diesel,Automatic,Second,12.55 ,2982.0,168.5,7.0,18.22921787709497
710,Hyundai Verna 1.6 CRDI,Pune,2012,98000,Diesel,Manual,First,22.32 ,1582.0,126.3,5.0,18.22921787709497
711,Hyundai EON Era Plus,Coimbatore,2016,47924,Petrol,Manual,First,21.1 ,814.0,55.2,5.0,18.22921787709497
712,Ford Ecosport 1.5 Ti VCT AT Titanium,Chennai,2013,39000,Petrol,Automatic,First,16.5 ,1499.0,110.0,5.0,18.22921787709497
713,Hyundai Grand i10 Asta Option,Coimbatore,2017,33601,Petrol,Manual,First,18.9 ,1197.0,82.0,5.0,18.22921787709497
714,Hyundai Creta 1.6 SX Automatic Diesel,Pune,2015,85000,Diesel,Automatic,First,17.6 ,1582.0,126.2,5.0,18.32
715,Toyota Corolla Altis G,Pune,2012,54000,Petrol,Manual,First,14.53 ,1798.0,138.1,5.0,18.22921787709497
716,Maruti Vitara Brezza ZDi,Pune,2017,35000,Diesel,Manual,First,24.3 ,1248.0,88.5,5.0,10.65
717,Volkswagen CrossPolo 1.2 TDI,Hyderabad,2013,80020,Diesel,Manual,Second,22.07 ,1199.0,74.0,5.0,18.22921787709497
718,Ford Ikon 1.4 ZXi,Chennai,2005,87500,Petrol,Manual,Second,13.8 ,1399.0,68.0,5.0,18.22921787709497
719,Honda Mobilio V i VTEC,Mumbai,2015,59500,Petrol,Manual,First,17.3 ,1497.0,117.3,7.0,18.22921787709497
720,Honda Mobilio S i DTEC,Hyderabad,2015,76000,Diesel,Manual,First,24.2 ,1498.0,98.6,7.0,18.22921787709497
721,Porsche Cayenne Diesel,Bangalore,2014,43000,Diesel,Automatic,Second,15.15 ,2967.0,240.0,5.0,18.22921787709497
722,Honda Amaze E i-Vtech,Kochi,2015,41850,Petrol,Manual,First,18.0 ,1198.0,86.7,5.0,18.22921787709497
723,Audi A3 35 TDI Premium Plus,Hyderabad,2015,52300,Diesel,Automatic,First,20.38 ,1968.0,143.0,5.0,18.22921787709497
724,Mahindra XUV500 W6 2WD,Pune,2013,31924,Diesel,Manual,First,15.1 ,2179.0,140.0,7.0,18.22921787709497
725,Hyundai Verna Transform SX VGT CRDi BS III,Coimbatore,2014,77914,Diesel,Manual,First,16.2 ,1493.0,110.0,5.0,18.22921787709497
726,Ford Ecosport 1.5 DV5 MT Trend,Pune,2013,70000,Diesel,Manual,First,22.7 ,1498.0,89.84,5.0,18.22921787709497
727,Maruti Alto LXi,Chennai,2010,94385,Petrol,Manual,Second,19.7 ,796.0,46.3,5.0,18.22921787709497
728,Renault Pulse RxZ,Jaipur,2012,57000,Diesel,Manual,Second,23.08 ,1461.0,63.12,5.0,18.22921787709497
729,Hyundai EON 1.0 Kappa Magna Plus,Coimbatore,2016,27039,Petrol,Manual,First,20.3 ,998.0,68.05,5.0,18.22921787709497
730,Honda Amaze SX i-VTEC,Delhi,2015,11000,Petrol,Manual,First,18.0 ,1198.0,86.7,5.0,18.22921787709497
731,Volkswagen Vento 1.5 TDI Highline Plus AT,Jaipur,2016,57669,Diesel,Automatic,First,21.5 ,1498.0,108.5,5.0,16.64
732,Toyota Fortuner 3.0 Diesel,Pune,2011,124000,Diesel,Manual,First,11.5 ,2982.0,171.0,7.0,18.22921787709497
733,Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,29500,Diesel,Manual,First,23.65 ,1248.0,88.5,5.0,18.22921787709497
734,Maruti 800 DX,Jaipur,2000,75000,Petrol,Manual,First,16.1 ,796.0,37.0,4.0,18.22921787709497
735,Maruti Celerio VXI AT,Coimbatore,2015,54186,Petrol,Automatic,First,23.1 ,998.0,67.04,5.0,18.22921787709497
736,Honda Brio E MT,Mumbai,2015,36990,Petrol,Manual,First,19.4 ,1198.0,86.8,5.0,18.22921787709497
737,Maruti Swift Dzire Vdi BSIV,Hyderabad,2016,90000,Diesel,Manual,First,19.3 ,1248.0,73.9,5.0,18.22921787709497
738,Toyota Innova Crysta 2.8 GX AT 8S,Mumbai,2018,23000,Diesel,Automatic,First,11.36 ,2755.0,171.5,8.0,21.0
739,Maruti Ertiga VXI Petrol,Delhi,2016,23582,Petrol,Manual,Second,19.34 ,1462.0,103.0,7.0,9.54
740,Maruti A-Star Vxi,Jaipur,2009,87000,Petrol,Manual,Second,19.0 ,998.0,66.1,5.0,18.22921787709497
741,Fiat Avventura Urban Cross 1.3 Multijet Emotion,Kolkata,2019,1000,Diesel,Manual,First,20.5 ,1248.0,91.72,5.0,9.26
742,Maruti Swift VDI,Kochi,2015,58634,Diesel,Manual,First,28.4 ,1248.0,74.0,5.0,18.22921787709497
743,Nissan Sunny Diesel XV,Kochi,2013,41377,Diesel,Manual,Second,22.71 ,1461.0,84.8,5.0,18.22921787709497
744,Hyundai EON Magna Plus,Jaipur,2015,43000,Petrol,Manual,First,21.1 ,814.0,55.2,5.0,18.22921787709497
745,Honda Amaze S i-Vtech,Kochi,2015,77372,Petrol,Manual,First,18.0 ,1198.0,86.7,5.0,18.22921787709497
746,Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,2006,49000,Petrol,Manual,Second,16.6 ,1388.0,68.0,5.0,18.22921787709497
747,Honda City i VTEC CVT VX,Delhi,2015,48000,Petrol,Automatic,First,18.0 ,1497.0,117.3,5.0,18.22921787709497
748,Honda Brio S MT,Hyderabad,2012,30000,Petrol,Manual,First,19.4 ,1198.0,86.8,5.0,18.22921787709497
749,Maruti Wagon R VXI BS IV,Kolkata,2012,47000,Petrol,Manual,First,18.9 ,998.0,67.1,5.0,18.22921787709497
750,Hyundai Elantra CRDi SX AT,Jaipur,2016,76681,Diesel,Automatic,First,22.7 ,1582.0,126.2,5.0,18.22921787709497
751,Honda Accord 2.4 Elegance A/T,Mumbai,2010,106565,Petrol,Automatic,First,10.2 ,2354.0,180.0,5.0,18.22921787709497
752,Maruti Wagon R VXI AMT,Coimbatore,2011,37492,Petrol,Automatic,First,22.5 ,998.0,67.0,5.0,6.33
753,Chevrolet Cruze LTZ,Coimbatore,2014,72843,Diesel,Manual,Second,17.3 ,1998.0,163.7,5.0,18.22921787709497
754,Hyundai i20 1.2 Era,Kochi,2013,55653,Petrol,Manual,First,17.0 ,1197.0,80.0,5.0,18.22921787709497
755,Tata Nano Cx BSIV,Ahmedabad,2013,35000,Petrol,Manual,First,25.4 ,624.0,37.48,4.0,18.22921787709497
756,Ford Ecosport 1.5 Ti VCT MT Trend,Delhi,2014,44000,Petrol,Manual,First,15.8 ,1499.0,110.0,5.0,18.22921787709497
757,Tata Indica Vista TDI LS,Pune,2012,43200,Diesel,Manual,First,19.1 ,1405.0,70.0,5.0,18.22921787709497
758,Skoda Octavia Classic 1.9 TDI MT,Jaipur,2005,117000,Diesel,Manual,First,18.7 ,1896.0,66.0,5.0,18.22921787709497
759,Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2016,63961,Diesel,Automatic,First,13.5 ,2477.0,175.56,7.0,34.1
760,Mini Cooper 3 DOOR D,Mumbai,2015,20000,Diesel,Automatic,First,20.7 ,1496.0,113.98,4.0,35.0
761,Hyundai Xcent 1.2 Kappa S Option,Pune,2016,34000,Petrol,Manual,First,19.1 ,1197.0,81.86,5.0,18.22921787709497
762,Hyundai i20 Magna 1.2,Kolkata,2015,35000,Petrol,Manual,First,18.6 ,1197.0,81.83,5.0,18.22921787709497
763,Hyundai i20 Sportz 1.2,Mumbai,2013,43000,Petrol,Manual,First,18.5 ,1197.0,82.85,5.0,18.22921787709497
764,Hyundai i10 Magna,Hyderabad,2008,63193,Petrol,Manual,First,20.36 ,1197.0,78.9,5.0,18.22921787709497
765,Toyota Innova 2.5 G4 Diesel 8-seater,Bangalore,2008,110000,Diesel,Manual,First,12.8 ,2494.0,102.0,8.0,18.22921787709497
766,Maruti SX4 Vxi BSIV,Kochi,2011,44547,Petrol,Manual,First,16.51 ,1586.0,103.2,5.0,18.22921787709497
767,Honda City 1.5 E MT,Ahmedabad,2011,65000,Petrol,Manual,First,17.0 ,1497.0,118.0,5.0,18.22921787709497
768,Maruti Ritz LXi,Mumbai,2012,79000,Petrol,Manual,Second,18.5 ,1197.0,85.8,5.0,18.22921787709497
769,Maruti Alto K10 LXI CNG Optional,Delhi,2017,33000,CNG,Manual,First,32.26 km/kg,998.0,58.2,4.0,4.66
770,Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2014,108000,Petrol,Automatic,First,15.0 ,1396.0,98.6,5.0,18.22921787709497
771,Toyota Innova Crysta 2.4 G MT 8S,Kochi,2018,21302,Diesel,Manual,First,13.68 ,2393.0,147.8,8.0,18.22921787709497
772,Maruti Swift VDI Optional,Pune,2014,82000,Diesel,Manual,First,25.2 ,1248.0,74.0,5.0,18.22921787709497
773,Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,173000,Diesel,Manual,Second,12.99 ,2494.0,100.6,8.0,18.22921787709497
774,Mahindra Quanto C2,Jaipur,2013,72000,Diesel,Manual,First,17.21 ,1493.0,100.0,7.0,18.22921787709497
775,Mahindra XUV500 W8 4WD,Bangalore,2014,50299,Diesel,Manual,First,15.1 ,2179.0,140.0,7.0,18.22921787709497
776,Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,2014,60000,Diesel,Automatic,First,17.68 ,1968.0,174.33,5.0,18.22921787709497
777,Toyota Fortuner 3.0 Diesel,Kolkata,2011,112999,Diesel,Manual,First,11.5 ,2982.0,171.0,7.0,18.22921787709497
778,Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2010,183000,Diesel,Manual,First,12.8 ,2494.0,102.0,7.0,18.22921787709497
779,Jaguar XF 2.2 Litre Luxury,Coimbatore,2016,58840,Diesel,Automatic,First,16.36 ,2179.0,187.7,5.0,18.22921787709497
780,Hyundai Verna 1.6 EX VTVT,Kolkata,2014,58000,Petrol,Manual,First,17.01 ,1591.0,121.3,5.0,18.22921787709497
781,Hyundai i20 1.4 CRDi Magna,Jaipur,2011,78000,Diesel,Manual,First,21.9 ,1396.0,90.0,5.0,18.22921787709497
782,Skoda Octavia 2.0 TDI MT Style,Ahmedabad,2018,34000,Diesel,Manual,First,21.0 ,1968.0,141.0,5.0,23.29
783,Hyundai i10 Sportz 1.2,Hyderabad,2012,54982,Petrol,Manual,First,20.36 ,1197.0,78.9,5.0,18.22921787709497
784,Maruti Alto LXi,Jaipur,2008,65000,Petrol,Manual,Second,19.7 ,796.0,46.3,5.0,18.22921787709497
785,Renault KWID RXL,Kochi,2018,16292,Petrol,Manual,First,25.17 ,799.0,53.3,5.0,3.95
786,Hyundai Grand i10 Sportz,Mumbai,2015,11206,Petrol,Manual,First,18.9 ,1197.0,82.0,5.0,18.22921787709497
787,Hyundai Grand i10 AT Asta,Pune,2015,32100,Petrol,Automatic,First,18.9 ,1197.0,82.0,5.0,18.22921787709497
788,Maruti Wagon R LXI,Delhi,2018,22296,Petrol,Manual,Second,22.5 ,998.0,67.04,5.0,4.59
789,Hyundai i20 Magna 1.4 CRDi,Kolkata,2015,36113,Diesel,Manual,First,22.54 ,1396.0,88.73,5.0,18.22921787709497
790,Volvo S80 D5,Delhi,2011,87000,Diesel,Automatic,Second,13.1 ,2400.0,215.0,5.0,18.22921787709497
791,Renault Duster 85PS Diesel RxZ,Jaipur,2018,1001,Diesel,Manual,First,19.87 ,1461.0,83.8,5.0,13.08
792,Honda City i VTEC CVT VX,Hyderabad,2015,39822,Petrol,Automatic,First,18.0 ,1497.0,117.3,5.0,18.22921787709497
793,Maruti Swift VXI BSIII,Hyderabad,2008,81814,Petrol,Manual,First,16.1 ,1298.0,88.2,5.0,18.22921787709497
794,Hyundai Creta 1.6 SX Plus Diesel,Chennai,2016,62000,Diesel,Manual,First,19.67 ,1582.0,126.2,5.0,18.22921787709497
